source,dest,value,interaction
Sierra Leone,Denmark,375,migration
Sierra Leone,France,781,migration
Sierra Leone,Gambia,3573,migration
Sierra Leone,Germany,8407,migration
Sierra Leone,Greece,398,migration
Sierra Leone,Guinea,157067,migration
Sierra Leone,Ireland,719,migration
Sierra Leone,Italy,1507,migration
Sierra Leone,Liberia,12086,migration
Sierra Leone,Mali,1306,migration
Sierra Leone,Netherlands,4659,migration
Sierra Leone,Nigeria,3836,migration
Sierra Leone,Norway,377,migration
Sierra Leone,Spain,1286,migration
Sierra Leone,Sweden,538,migration
Sierra Leone,Switzerland,518,migration
Sierra Leone,United Kingdom,22898,migration
Sierra Leone,United States,17549,migration
Singapore,Australia,52871,migration
Singapore,Belgium,465,migration
Singapore,Brunei Darussalam,3033,migration
Singapore,Cambodia,581,migration
Singapore,Canada,11507,migration
Singapore,Denmark,490,migration
Singapore,Egypt Arab Rep,232,migration
Singapore,Finland,103,migration
Singapore,France,1855,migration
Singapore,Germany,1753,migration
Singapore,India,4400,migration
Singapore,Ireland,672,migration
Singapore,Italy,221,migration
Singapore,Japan,2510,migration
Singapore,Malaysia,103318,migration
Singapore,Netherlands,3004,migration
Singapore,New Zealand,5313,migration
Singapore,Norway,609,migration
Singapore,Philippines,288,migration
Singapore,Spain,693,migration
Singapore,Sweden,584,migration
Singapore,Switzerland,979,migration
Singapore,Thailand,2134,migration
Singapore,Turkey,223,migration
Singapore,United Kingdom,41632,migration
Singapore,United States,40380,migration
Slovak Republic,Australia,5676,migration
Slovak Republic,Austria,23971,migration
Slovak Republic,Belgium,1219,migration
Slovak Republic,Brazil,395,migration
Slovak Republic,Canada,13530,migration
Slovak Republic,Cyprus,119,migration
Slovak Republic,Czech Republic,288276,migration
Slovak Republic,Denmark,641,migration
Slovak Republic,Finland,196,migration
Slovak Republic,France,5192,migration
Slovak Republic,Germany,39010,migration
Slovak Republic,Greece,638,migration
Slovak Republic,Hungary,2933,migration
Slovak Republic,Ireland,12140,migration
Slovak Republic,Israel,8665,migration
Slovak Republic,Italy,9704,migration
Slovak Republic,Japan,224,migration
Slovak Republic,Luxembourg,111,migration
Slovak Republic,Netherlands,2000,migration
Slovak Republic,New Zealand,289,migration
Slovak Republic,Norway,606,migration
Slovak Republic,Poland,1718,migration
Slovak Republic,Spain,8271,migration
Slovak Republic,Sweden,4162,migration
Slovak Republic,Switzerland,4193,migration
Slovak Republic,Turkey,353,migration
Slovak Republic,United Kingdom,49959,migration
Slovak Republic,United States,25356,migration
Slovenia,Argentina,263,migration
Slovenia,Australia,8094,migration
Slovenia,Austria,17757,migration
Slovenia,Brazil,337,migration
Slovenia,Canada,11013,migration
Slovenia,Croatia,25642,migration
Slovenia,Czech Republic,262,migration
Slovenia,Denmark,207,migration
Slovenia,France,10860,migration
Slovenia,Germany,33449,migration
Slovenia,Ireland,199,migration
Slovenia,Italy,4026,migration
Slovenia,New Zealand,177,migration
Slovenia,Poland,155,migration
Slovenia,Slovak Republic,155,migration
Slovenia,Spain,1127,migration
Slovenia,Sweden,927,migration
Slovenia,Switzerland,4379,migration
Slovenia,Turkey,164,migration
Slovenia,United Kingdom,1627,migration
Slovenia,United States,7578,migration
Solomon Islands,Australia,1997,migration
Solomon Islands,New Caledonia,1936,migration
Solomon Islands,New Zealand,571,migration
Solomon Islands,United Kingdom,409,migration
Solomon Islands,United States,192,migration
Somalia,Australia,5571,migration
Somalia,Bahrain,561,migration
Somalia,Belgium,865,migration
Somalia,Canada,22718,migration
Somalia,Denmark,13230,migration
Somalia,Djibouti,57246,migration
Somalia,Egypt Arab Rep,36258,migration
Somalia,Ethiopia,161179,migration
Somalia,Finland,6464,migration
Somalia,France,1503,migration
Somalia,Germany,11144,migration
Somalia,Hungary,105,migration
Somalia,Ireland,1004,migration
Somalia,Italy,8110,migration
Somalia,Kenya,55246,migration
Somalia,Netherlands,13521,migration
Somalia,New Zealand,2031,migration
Somalia,Norway,15465,migration
Somalia,Saudi Arabia,27252,migration
Somalia,Spain,438,migration
Somalia,Sudan,2273,migration
Somalia,Sweden,17948,migration
Somalia,Switzerland,3350,migration
Somalia,Tanzania,2473,migration
Somalia,United Kingdom,110326,migration
Somalia,United States,109618,migration
Somalia,Yemen Rep,79466,migration
South Africa,Antigua and Barbuda,105,migration
South Africa,Australia,132756,migration
South Africa,Austria,2521,migration
South Africa,Belgium,3630,migration
South Africa,Canada,47470,migration
South Africa,Chile,427,migration
South Africa,Cyprus,4384,migration
South Africa,Czech Republic,156,migration
South Africa,Denmark,1350,migration
South Africa,Dominican Republic,361,migration
South Africa,Ecuador,168,migration
South Africa,Egypt Arab Rep,224,migration
South Africa,Finland,357,migration
South Africa,France,3409,migration
South Africa,Germany,8027,migration
South Africa,Greece,2365,migration
South Africa,Hungary,228,migration
South Africa,Iceland,140,migration
South Africa,Ireland,11314,migration
South Africa,Italy,2069,migration
South Africa,Japan,599,migration
South Africa,Lesotho,3222,migration
South Africa,Luxembourg,205,migration
South Africa,Malawi,5251,migration
South Africa,Mauritius,2421,migration
South Africa,Mexico,112,migration
South Africa,Mozambique,154579,migration
South Africa,Namibia,35238,migration
South Africa,Netherlands,12325,migration
South Africa,New Zealand,45587,migration
South Africa,Norway,1139,migration
South Africa,Paraguay,144,migration
South Africa,Poland,280,migration
South Africa,Portugal,15789,migration
South Africa,Slovak Republic,121,migration
South Africa,Spain,2602,migration
South Africa,Swaziland,10312,migration
South Africa,Sweden,1706,migration
South Africa,Switzerland,5097,migration
South Africa,Tanzania,1646,migration
South Africa,Turkey,332,migration
South Africa,United Kingdom,225856,migration
South Africa,United States,81142,migration
South Africa,Zambia,3879,migration
South Africa,Zimbabwe,18335,migration
Spain,Andorra,34925,migration
Spain,Argentina,127165,migration
Spain,Australia,15767,migration
Spain,Austria,2708,migration
Spain,Belgium,37664,migration
Spain,Bolivia,2431,migration
Spain,Brazil,43871,migration
Spain,Canada,11979,migration
Spain,Chile,15563,migration
Spain,Colombia,5327,migration
Spain,Cuba,4715,migration
Spain,Cyprus,137,migration
Spain,Czech Republic,172,migration
Spain,Denmark,4012,migration
Spain,Dominican Republic,10968,migration
Spain,Ecuador,10283,migration
Spain,Egypt Arab Rep,251,migration
Spain,El Salvador,513,migration
Spain,Equatorial Guinea,855,migration
Spain,Finland,1502,migration
Spain,France,364177,migration
Spain,Germany,169550,migration
Spain,Greece,197,migration
Spain,Guatemala,1028,migration
Spain,Honduras,325,migration
Spain,Hungary,602,migration
Spain,Iceland,355,migration
Spain,Ireland,9143,migration
Spain,Italy,22565,migration
Spain,Japan,1775,migration
Spain,Jordan,2509,migration
Spain,Liberia,105,migration
Spain,Liechtenstein,406,migration
Spain,Luxembourg,2535,migration
Spain,Mauritania,146,migration
Spain,Mexico,30580,migration
Spain,Netherlands,18072,migration
Spain,New Zealand,518,migration
Spain,Nicaragua,681,migration
Spain,Norway,2592,migration
Spain,Panama,3638,migration
Spain,Paraguay,918,migration
Spain,Peru,2547,migration
Spain,Philippines,104,migration
Spain,Poland,845,migration
Spain,Portugal,19693,migration
Spain,Slovak Republic,242,migration
Spain,Sweden,6630,migration
Spain,Switzerland,69220,migration
Spain,Turkey,1355,migration
Spain,United Kingdom,70775,migration
Spain,United States,82440,migration
Spain,Uruguay,18705,migration
Spain,Venezuela RB,75526,migration
Sri Lanka,Australia,78098,migration
Sri Lanka,Belgium,737,migration
Sri Lanka,Brunei Darussalam,1369,migration
Sri Lanka,Cambodia,224,migration
Sri Lanka,Canada,123012,migration
Sri Lanka,Cyprus,8723,migration
Sri Lanka,Denmark,8462,migration
Sri Lanka,Finland,620,migration
Sri Lanka,France,43712,migration
Sri Lanka,Germany,47813,migration
Sri Lanka,Greece,1227,migration
Sri Lanka,Iceland,244,migration
Sri Lanka,India,161472,migration
Sri Lanka,Ireland,503,migration
Sri Lanka,Italy,79400,migration
Sri Lanka,Japan,8791,migration
Sri Lanka,Jordan,102709,migration
Sri Lanka,Korea Rep,8072,migration
Sri Lanka,Kuwait,208893,migration
Sri Lanka,Latvia,661,migration
Sri Lanka,Malaysia,4453,migration
Sri Lanka,Nepal,722,migration
Sri Lanka,Netherlands,9727,migration
Sri Lanka,New Zealand,7938,migration
Sri Lanka,Norway,11561,migration
Sri Lanka,Oman,40711,migration
Sri Lanka,Philippines,189,migration
Sri Lanka,Qatar,87727,migration
Sri Lanka,Saudi Arabia,391173,migration
Sri Lanka,Singapore,3016,migration
Sri Lanka,Spain,905,migration
Sri Lanka,Sweden,7388,migration
Sri Lanka,Switzerland,25186,migration
Sri Lanka,Thailand,27015,migration
Sri Lanka,United Arab Emirates,161068,migration
Sri Lanka,United Kingdom,113448,migration
Sri Lanka,United States,34572,migration
St Kitts and Nevis,Antigua and Barbuda,353,migration
St Kitts and Nevis,Canada,2759,migration
St Kitts and Nevis,Dominican Republic,113,migration
St Kitts and Nevis,Netherlands Antilles,659,migration
St Kitts and Nevis,United Kingdom,8635,migration
St Kitts and Nevis,United States,11456,migration
St Kitts and Nevis,Virgin Islands (U.S.),7736,migration
St Lucia,Antigua and Barbuda,502,migration
St Lucia,Barbados,4314,migration
St Lucia,Canada,4098,migration
St Lucia,Chile,111,migration
St Lucia,Dominica,224,migration
St Lucia,Dominican Republic,415,migration
St Lucia,France,174,migration
St Lucia,Germany,187,migration
St Lucia,Guyana,361,migration
St Lucia,Spain,416,migration
St Lucia,St Vincent and the Grenadines,242,migration
St Lucia,Trinidad and Tobago,803,migration
St Lucia,United Kingdom,10947,migration
St Lucia,United States,13278,migration
St Lucia,Virgin Islands (U.S.),3777,migration
St Vincent and the Grenadines,Antigua and Barbuda,680,migration
St Vincent and the Grenadines,Barbados,4782,migration
St Vincent and the Grenadines,Canada,10238,migration
St Vincent and the Grenadines,Netherlands Antilles,149,migration
St Vincent and the Grenadines,St Lucia,134,migration
St Vincent and the Grenadines,Trinidad and Tobago,6897,migration
St Vincent and the Grenadines,United Kingdom,9392,migration
St Vincent and the Grenadines,United States,8274,migration
Sudan,Australia,24281,migration
Sudan,Austria,501,migration
Sudan,Bahrain,2703,migration
Sudan,Belgium,288,migration
Sudan,Canada,14656,migration
Sudan,Central African Republic,1659,migration
Sudan,Chad,38769,migration
Sudan,Cyprus,458,migration
Sudan,Denmark,456,migration
Sudan,Egypt Arab Rep,5621,migration
Sudan,Ethiopia,9157,migration
Sudan,Finland,108,migration
Sudan,France,1503,migration
Sudan,Germany,6060,migration
Sudan,Greece,1186,migration
Sudan,Hungary,144,migration
Sudan,Iraq,3479,migration
Sudan,Ireland,1296,migration
Sudan,Italy,2738,migration
Sudan,Japan,187,migration
Sudan,Jordan,20766,migration
Sudan,Kenya,73076,migration
Sudan,Mauritania,101,migration
Sudan,Netherlands,4662,migration
Sudan,New Zealand,574,migration
Sudan,Norway,797,migration
Sudan,Oman,12626,migration
Sudan,Saudi Arabia,279409,migration
Sudan,Spain,747,migration
Sudan,Sweden,1008,migration
Sudan,Switzerland,541,migration
Sudan,Turkey,254,migration
Sudan,Uganda,191103,migration
Sudan,United Arab Emirates,30200,migration
Sudan,United Kingdom,14134,migration
Sudan,United States,39573,migration
Sudan,Yemen Rep,126109,migration
Suriname,Australia,105,migration
Suriname,Belgium,693,migration
Suriname,Brazil,233,migration
Suriname,Canada,1083,migration
Suriname,Dominican Republic,153,migration
Suriname,France,244,migration
Suriname,Guyana,3161,migration
Suriname,Netherlands,187219,migration
Suriname,Netherlands Antilles,2805,migration
Suriname,Spain,206,migration
Suriname,United Kingdom,350,migration
Suriname,United States,7182,migration
Swaziland,Australia,315,migration
Swaziland,Canada,246,migration
Swaziland,Mozambique,4118,migration
Swaziland,Portugal,233,migration
Swaziland,South Africa,135720,migration
Swaziland,Tanzania,226,migration
Swaziland,United Kingdom,1143,migration
Swaziland,United States,766,migration
Sweden,Australia,10196,migration
Sweden,Austria,4200,migration
Sweden,Belgium,5322,migration
Sweden,Bolivia,211,migration
Sweden,Brazil,718,migration
Sweden,Canada,7968,migration
Sweden,Chile,2142,migration
Sweden,Colombia,146,migration
Sweden,Croatia,302,migration
Sweden,Cyprus,806,migration
Sweden,Czech Republic,212,migration
Sweden,Denmark,16439,migration
Sweden,Dominican Republic,551,migration
Sweden,Ecuador,479,migration
Sweden,Egypt Arab Rep,260,migration
Sweden,Finland,33651,migration
Sweden,France,9863,migration
Sweden,Germany,27316,migration
Sweden,Greece,3461,migration
Sweden,Hungary,1152,migration
Sweden,Iceland,3408,migration
Sweden,Ireland,2661,migration
Sweden,Italy,12740,migration
Sweden,Japan,1463,migration
Sweden,Latvia,893,migration
Sweden,Liberia,233,migration
Sweden,Luxembourg,1177,migration
Sweden,Mexico,628,migration
Sweden,Netherlands,3856,migration
Sweden,New Zealand,1283,migration
Sweden,Norway,47908,migration
Sweden,Peru,102,migration
Sweden,Philippines,152,migration
Sweden,Poland,742,migration
Sweden,Portugal,1045,migration
Sweden,Slovak Republic,145,migration
Sweden,Spain,24312,migration
Sweden,Sri Lanka,253,migration
Sweden,Switzerland,7719,migration
Sweden,Tanzania,863,migration
Sweden,Thailand,1781,migration
Sweden,Turkey,5977,migration
Sweden,United Kingdom,21857,migration
Sweden,United States,42665,migration
Sweden,Uruguay,272,migration
Sweden,Venezuela RB,123,migration
Switzerland,Australia,14505,migration
Switzerland,Austria,15308,migration
Switzerland,Bahamas,144,migration
Switzerland,Belgium,5699,migration
Switzerland,Bolivia,642,migration
Switzerland,Brazil,2962,migration
Switzerland,Canada,23230,migration
Switzerland,Chile,1700,migration
Switzerland,Colombia,547,migration
Switzerland,Croatia,881,migration
Switzerland,Cyprus,335,migration
Switzerland,Czech Republic,389,migration
Switzerland,Denmark,1731,migration
Switzerland,Dominican Republic,3191,migration
Switzerland,Ecuador,2688,migration
Switzerland,Egypt Arab Rep,323,migration
Switzerland,Finland,1056,migration
Switzerland,France,68786,migration
Switzerland,Germany,59479,migration
Switzerland,Greece,496,migration
Switzerland,Guatemala,119,migration
Switzerland,Hungary,1737,migration
Switzerland,Iceland,168,migration
Switzerland,Ireland,1981,migration
Switzerland,Italy,4487,migration
Switzerland,Japan,1060,migration
Switzerland,Jordan,1645,migration
Switzerland,Liechtenstein,4214,migration
Switzerland,Luxembourg,941,migration
Switzerland,Madagascar,189,migration
Switzerland,Mexico,2185,migration
Switzerland,Netherlands,6138,migration
Switzerland,New Zealand,3295,migration
Switzerland,Nicaragua,117,migration
Switzerland,Norway,2192,migration
Switzerland,Panama,243,migration
Switzerland,Paraguay,258,migration
Switzerland,Peru,423,migration
Switzerland,Philippines,460,migration
Switzerland,Poland,453,migration
Switzerland,Portugal,18186,migration
Switzerland,Slovak Republic,517,migration
Switzerland,Slovenia,163,migration
Switzerland,Spain,76127,migration
Switzerland,Sweden,3099,migration
Switzerland,Thailand,2650,migration
Switzerland,Turkey,11617,migration
Switzerland,United Kingdom,15612,migration
Switzerland,United States,31195,migration
Switzerland,Uruguay,224,migration
Switzerland,Venezuela RB,567,migration
Syrian Arab Republic,Argentina,2223,migration
Syrian Arab Republic,Armenia,6065,migration
Syrian Arab Republic,Australia,9040,migration
Syrian Arab Republic,Austria,2168,migration
Syrian Arab Republic,Bahrain,1254,migration
Syrian Arab Republic,Belgium,2925,migration
Syrian Arab Republic,Brazil,3305,migration
Syrian Arab Republic,Canada,21885,migration
Syrian Arab Republic,Chile,557,migration
Syrian Arab Republic,Colombia,109,migration
Syrian Arab Republic,Cyprus,2875,migration
Syrian Arab Republic,Czech Republic,441,migration
Syrian Arab Republic,Denmark,2271,migration
Syrian Arab Republic,Dominican Republic,113,migration
Syrian Arab Republic,Finland,330,migration
Syrian Arab Republic,France,16224,migration
Syrian Arab Republic,Germany,40356,migration
Syrian Arab Republic,Greece,10622,migration
Syrian Arab Republic,Hungary,861,migration
Syrian Arab Republic,Iraq,5228,migration
Syrian Arab Republic,Ireland,315,migration
Syrian Arab Republic,Israel,15637,migration
Syrian Arab Republic,Italy,4602,migration
Syrian Arab Republic,Japan,173,migration
Syrian Arab Republic,Jordan,288982,migration
Syrian Arab Republic,Kuwait,122878,migration
Syrian Arab Republic,Libya,33326,migration
Syrian Arab Republic,Mauritania,237,migration
Syrian Arab Republic,Mexico,472,migration
Syrian Arab Republic,Netherlands,6701,migration
Syrian Arab Republic,New Zealand,387,migration
Syrian Arab Republic,Norway,1268,migration
Syrian Arab Republic,Panama,239,migration
Syrian Arab Republic,Poland,633,migration
Syrian Arab Republic,Romania,7346,migration
Syrian Arab Republic,Saudi Arabia,111764,migration
Syrian Arab Republic,Senegal,1358,migration
Syrian Arab Republic,Slovak Republic,256,migration
Syrian Arab Republic,Spain,5454,migration
Syrian Arab Republic,Sudan,660,migration
Syrian Arab Republic,Sweden,19391,migration
Syrian Arab Republic,Switzerland,1658,migration
Syrian Arab Republic,Turkey,6006,migration
Syrian Arab Republic,United Kingdom,5521,migration
Syrian Arab Republic,United States,67370,migration
Syrian Arab Republic,Uruguay,288,migration
Syrian Arab Republic,Venezuela RB,12220,migration
Syrian Arab Republic,West Bank and Gaza,34857,migration
Syrian Arab Republic,Yemen Rep,15145,migration
Tajikistan,Australia,105,migration
Tajikistan,Brazil,174,migration
Tajikistan,Canada,652,migration
Tajikistan,Georgia,207,migration
Tajikistan,Germany,1484,migration
Tajikistan,Israel,26325,migration
Tajikistan,Kazakhstan,12775,migration
Tajikistan,Kyrgyz Republic,6203,migration
Tajikistan,Latvia,3504,migration
Tajikistan,Lithuania,327,migration
Tajikistan,Netherlands,141,migration
Tajikistan,Russian Federation,392446,migration
Tajikistan,Sweden,150,migration
Tajikistan,Turkey,299,migration
Tajikistan,Ukraine,33022,migration
Tajikistan,United Kingdom,135,migration
Tajikistan,United States,3545,migration
Tajikistan,Uzbekistan,227988,migration
Tanzania,Australia,3153,migration
Tanzania,Belgium,387,migration
Tanzania,Burundi,7609,migration
Tanzania,Canada,23009,migration
Tanzania,Comoros,157,migration
Tanzania,Cyprus,128,migration
Tanzania,Denmark,1091,migration
Tanzania,Finland,295,migration
Tanzania,France,654,migration
Tanzania,Germany,1546,migration
Tanzania,Greece,244,migration
Tanzania,Ireland,411,migration
Tanzania,Italy,975,migration
Tanzania,Japan,375,migration
Tanzania,Kenya,92527,migration
Tanzania,Malawi,13491,migration
Tanzania,Mozambique,18675,migration
Tanzania,Netherlands,1449,migration
Tanzania,New Zealand,387,migration
Tanzania,Norway,855,migration
Tanzania,Portugal,234,migration
Tanzania,Rwanda,6037,migration
Tanzania,Spain,464,migration
Tanzania,Sweden,1227,migration
Tanzania,Switzerland,662,migration
Tanzania,Turkey,250,migration
Tanzania,Uganda,71833,migration
Tanzania,United Kingdom,34347,migration
Tanzania,United States,8856,migration
Thailand,Australia,40258,migration
Thailand,Austria,3407,migration
Thailand,Belgium,4899,migration
Thailand,Brunei Darussalam,13381,migration
Thailand,Cambodia,142767,migration
Thailand,Canada,11298,migration
Thailand,Cyprus,232,migration
Thailand,Denmark,9946,migration
Thailand,Finland,5304,migration
Thailand,France,16358,migration
Thailand,Germany,61177,migration
Thailand,Greece,169,migration
Thailand,Iceland,1354,migration
Thailand,Ireland,1009,migration
Thailand,Italy,5273,migration
Thailand,Japan,41861,migration
Thailand,Jordan,856,migration
Thailand,Korea Rep,21217,migration
Thailand,Lao PDR,916,migration
Thailand,Luxembourg,249,migration
Thailand,Macao China,838,migration
Thailand,Malaysia,79604,migration
Thailand,Netherlands,11000,migration
Thailand,New Zealand,6737,migration
Thailand,Norway,7996,migration
Thailand,Philippines,150,migration
Thailand,Saudi Arabia,23547,migration
Thailand,Spain,1852,migration
Thailand,Sweden,24387,migration
Thailand,Switzerland,11007,migration
Thailand,Turkey,165,migration
Thailand,United Kingdom,31224,migration
Thailand,United States,202971,migration
Timor-Leste,Australia,11142,migration
Timor-Leste,Philippines,2138,migration
Timor-Leste,Portugal,3160,migration
Togo,Australia,105,migration
Togo,Belgium,1276,migration
Togo,Benin,51302,migration
Togo,Burkina Faso,23993,migration
Togo,Canada,1455,migration
Togo,Central African Republic,175,migration
Togo,Congo Rep,991,migration
Togo,Cote d Ivoire,56527,migration
Togo,Denmark,139,migration
Togo,France,21722,migration
Togo,Gabon,13740,migration
Togo,Germany,18123,migration
Togo,Guinea,1443,migration
Togo,Ireland,130,migration
Togo,Italy,4179,migration
Togo,Liberia,609,migration
Togo,Mali,950,migration
Togo,Mauritania,197,migration
Togo,Netherlands,1100,migration
Togo,Niger,15001,migration
Togo,Nigeria,115791,migration
Togo,Spain,483,migration
Togo,Sweden,302,migration
Togo,Switzerland,575,migration
Togo,United Kingdom,732,migration
Togo,United States,3671,migration
Tonga,American Samoa,1310,migration
Tonga,Australia,9460,migration
Tonga,Canada,132,migration
Tonga,Chile,505,migration
Tonga,Fiji,385,migration
Tonga,France,237,migration
Tonga,Japan,120,migration
Tonga,Kiribati,196,migration
Tonga,New Zealand,22445,migration
Tonga,Samoa,146,migration
Tonga,United Kingdom,189,migration
Tonga,United States,11703,migration
Trinidad and Tobago,Antigua and Barbuda,533,migration
Trinidad and Tobago,Australia,1682,migration
Trinidad and Tobago,Bahamas,296,migration
Trinidad and Tobago,Barbados,2276,migration
Trinidad and Tobago,Belgium,103,migration
Trinidad and Tobago,Canada,76296,migration
Trinidad and Tobago,Cayman Islands,429,migration
Trinidad and Tobago,Denmark,194,migration
Trinidad and Tobago,Dominica,243,migration
Trinidad and Tobago,Dominican Republic,149,migration
Trinidad and Tobago,France,331,migration
Trinidad and Tobago,Germany,707,migration
Trinidad and Tobago,Guyana,588,migration
Trinidad and Tobago,Ireland,418,migration
Trinidad and Tobago,Netherlands,506,migration
Trinidad and Tobago,New Zealand,184,migration
Trinidad and Tobago,Norway,416,migration
Trinidad and Tobago,Spain,321,migration
Trinidad and Tobago,St Kitts and Nevis,150,migration
Trinidad and Tobago,St Lucia,504,migration
Trinidad and Tobago,St Vincent and the Grenadines,2885,migration
Trinidad and Tobago,Sweden,302,migration
Trinidad and Tobago,Switzerland,242,migration
Trinidad and Tobago,United Kingdom,26020,migration
Trinidad and Tobago,United States,229650,migration
Trinidad and Tobago,Venezuela RB,2572,migration
Trinidad and Tobago,Virgin Islands (U.S.),2327,migration
Tunisia,Australia,631,migration
Tunisia,Austria,2748,migration
Tunisia,Bahrain,724,migration
Tunisia,Belgium,11128,migration
Tunisia,Canada,8620,migration
Tunisia,Czech Republic,159,migration
Tunisia,Denmark,977,migration
Tunisia,Finland,515,migration
Tunisia,France,302363,migration
Tunisia,Germany,37049,migration
Tunisia,Greece,356,migration
Tunisia,Iraq,213,migration
Tunisia,Ireland,249,migration
Tunisia,Israel,14789,migration
Tunisia,Italy,121708,migration
Tunisia,Japan,336,migration
Tunisia,Jordan,2137,migration
Tunisia,Libya,84585,migration
Tunisia,Luxembourg,283,migration
Tunisia,Mauritania,418,migration
Tunisia,Netherlands,4233,migration
Tunisia,Norway,902,migration
Tunisia,Philippines,302,migration
Tunisia,Poland,162,migration
Tunisia,Saudi Arabia,12410,migration
Tunisia,Spain,2721,migration
Tunisia,Sudan,310,migration
Tunisia,Sweden,3609,migration
Tunisia,Switzerland,6411,migration
Tunisia,Turkey,570,migration
Tunisia,United Kingdom,4066,migration
Tunisia,United States,8480,migration
Tunisia,West Bank and Gaza,5668,migration
Turkey,Armenia,3679,migration
Turkey,Australia,40258,migration
Turkey,Austria,160698,migration
Turkey,Belgium,94554,migration
Turkey,Brazil,695,migration
Turkey,Bulgaria,98148,migration
Turkey,Canada,25122,migration
Turkey,Chile,444,migration
Turkey,Cyprus,541,migration
Turkey,Czech Republic,224,migration
Turkey,Denmark,40153,migration
Turkey,Dominican Republic,108,migration
Turkey,Finland,4519,migration
Turkey,France,299547,migration
Turkey,Georgia,6206,migration
Turkey,Germany,2733109,migration
Turkey,Greece,3842,migration
Turkey,Hungary,701,migration
Turkey,India,111,migration
Turkey,Iran Islamic Rep ,1570,migration
Turkey,Iraq,588,migration
Turkey,Ireland,1224,migration
Turkey,Israel,45488,migration
Turkey,Italy,18935,migration
Turkey,Japan,2393,migration
Turkey,Jordan,8443,migration
Turkey,Kazakhstan,37728,migration
Turkey,Kyrgyz Republic,4849,migration
Turkey,Liechtenstein,982,migration
Turkey,Luxembourg,347,migration
Turkey,Macedonia FYR,13955,migration
Turkey,Mexico,359,migration
Turkey,Netherlands,195029,migration
Turkey,New Zealand,656,migration
Turkey,Norway,12232,migration
Turkey,Poland,593,migration
Turkey,Portugal,149,migration
Turkey,Romania,2848,migration
Turkey,Saudi Arabia,89411,migration
Turkey,Slovak Republic,215,migration
Turkey,Spain,3181,migration
Turkey,Sweden,40590,migration
Turkey,Switzerland,65704,migration
Turkey,United Kingdom,71816,migration
Turkey,United States,107284,migration
Turkey,Uruguay,299,migration
Turkmenistan,Armenia,1543,migration
Turkmenistan,Australia,105,migration
Turkmenistan,Brazil,122,migration
Turkmenistan,Canada,262,migration
Turkmenistan,France,251,migration
Turkmenistan,Georgia,145,migration
Turkmenistan,Germany,1737,migration
Turkmenistan,Iran Islamic Rep ,570,migration
Turkmenistan,Israel,18061,migration
Turkmenistan,Kazakhstan,845,migration
Turkmenistan,Latvia,2405,migration
Turkmenistan,Lithuania,237,migration
Turkmenistan,Russian Federation,179548,migration
Turkmenistan,Sweden,139,migration
Turkmenistan,Turkey,2279,migration
Turkmenistan,Ukraine,25416,migration
Turkmenistan,United Kingdom,132,migration
Turkmenistan,United States,1153,migration
Uganda,Australia,2312,migration
Uganda,Belgium,369,migration
Uganda,Canada,12811,migration
Uganda,Denmark,1309,migration
Uganda,France,419,migration
Uganda,Germany,2038,migration
Uganda,India,742,migration
Uganda,Ireland,319,migration
Uganda,Italy,494,migration
Uganda,Japan,464,migration
Uganda,Kenya,531218,migration
Uganda,Netherlands,1012,migration
Uganda,New Zealand,322,migration
Uganda,Norway,845,migration
Uganda,Rwanda,20737,migration
Uganda,Spain,162,migration
Uganda,Sudan,519,migration
Uganda,Sweden,2975,migration
Uganda,Switzerland,466,migration
Uganda,Tanzania,30110,migration
Uganda,United Kingdom,54122,migration
Uganda,United States,22460,migration
Uganda,Zambia,927,migration
Ukraine,Argentina,702,migration
Ukraine,Armenia,4873,migration
Ukraine,Australia,16292,migration
Ukraine,Austria,4276,migration
Ukraine,Azerbaijan,10234,migration
Ukraine,Belarus,141266,migration
Ukraine,Belgium,1973,migration
Ukraine,Bolivia,191,migration
Ukraine,Brazil,1323,migration
Ukraine,Canada,69218,migration
Ukraine,Chile,233,migration
Ukraine,Colombia,182,migration
Ukraine,Congo Rep,174,migration
Ukraine,Cuba,603,migration
Ukraine,Cyprus,2894,migration
Ukraine,Czech Republic,33642,migration
Ukraine,Denmark,6192,migration
Ukraine,Dominican Republic,181,migration
Ukraine,Ecuador,551,migration
Ukraine,Estonia,18216,migration
Ukraine,Finland,1463,migration
Ukraine,France,15152,migration
Ukraine,Georgia,7447,migration
Ukraine,Germany,202501,migration
Ukraine,Greece,24836,migration
Ukraine,Hungary,4681,migration
Ukraine,Ireland,5028,migration
Ukraine,Israel,248699,migration
Ukraine,Italy,172571,migration
Ukraine,Japan,1560,migration
Ukraine,Jordan,3259,migration
Ukraine,Kazakhstan,271951,migration
Ukraine,Kyrgyz Republic,7339,migration
Ukraine,Latvia,33090,migration
Ukraine,Lithuania,12692,migration
Ukraine,Luxembourg,246,migration
Ukraine,Mexico,322,migration
Ukraine,Moldova,189906,migration
Ukraine,Netherlands,1598,migration
Ukraine,New Zealand,1260,migration
Ukraine,Norway,1043,migration
Ukraine,Panama,190,migration
Ukraine,Paraguay,142,migration
Ukraine,Peru,127,migration
Ukraine,Poland,332950,migration
Ukraine,Portugal,15435,migration
Ukraine,Romania,13890,migration
Ukraine,Russian Federation,3647234,migration
Ukraine,Slovak Republic,8353,migration
Ukraine,Slovenia,2364,migration
