source,dest,value,interaction
New Zealand,Solomon Islands,232,migration
New Zealand,South Africa,528,migration
New Zealand,Spain,1052,migration
New Zealand,Sweden,925,migration
New Zealand,Switzerland,1288,migration
New Zealand,Thailand,6387,migration
New Zealand,Turkey,325,migration
New Zealand,United Kingdom,54122,migration
New Zealand,United States,19402,migration
Nicaragua,Australia,841,migration
Nicaragua,Belgium,211,migration
Nicaragua,Belize,381,migration
Nicaragua,Bolivia,131,migration
Nicaragua,Brazil,503,migration
Nicaragua,Canada,10588,migration
Nicaragua,Cayman Islands,910,migration
Nicaragua,Chile,418,migration
Nicaragua,Colombia,460,migration
Nicaragua,Costa Rica,373548,migration
Nicaragua,Cuba,262,migration
Nicaragua,Denmark,170,migration
Nicaragua,Dominican Republic,618,migration
Nicaragua,Ecuador,538,migration
Nicaragua,El Salvador,7507,migration
Nicaragua,France,516,migration
Nicaragua,Germany,937,migration
Nicaragua,Guatemala,6668,migration
Nicaragua,Honduras,4802,migration
Nicaragua,Italy,485,migration
Nicaragua,Mexico,3684,migration
Nicaragua,Netherlands,358,migration
Nicaragua,Norway,159,migration
Nicaragua,Panama,7123,migration
Nicaragua,Spain,11540,migration
Nicaragua,Sweden,564,migration
Nicaragua,Switzerland,310,migration
Nicaragua,United Kingdom,295,migration
Nicaragua,United States,242886,migration
Nicaragua,Venezuela RB,1785,migration
Niger,Belgium,285,migration
Niger,Benin,80789,migration
Niger,Burkina Faso,19885,migration
Niger,Canada,271,migration
Niger,Central African Republic,422,migration
Niger,Chad,38468,migration
Niger,Cote d Ivoire,84705,migration
Niger,France,3863,migration
Niger,Germany,1314,migration
Niger,Guinea,1369,migration
Niger,Italy,1238,migration
Niger,Mali,5836,migration
Niger,Mauritania,256,migration
Niger,Netherlands,273,migration
Niger,Nigeria,87529,migration
Niger,Spain,216,migration
Niger,Sudan,660,migration
Niger,Togo,17315,migration
Niger,United Kingdom,127,migration
Niger,United States,1329,migration
Nigeria,Australia,3364,migration
Nigeria,Austria,3807,migration
Nigeria,Belgium,2009,migration
Nigeria,Benin,47553,migration
Nigeria,Cameroon,78292,migration
Nigeria,Canada,17118,migration
Nigeria,Cape Verde,155,migration
Nigeria,Central African Republic,1497,migration
Nigeria,Chad,114025,migration
Nigeria,Cote d Ivoire,38867,migration
Nigeria,Cyprus,270,migration
Nigeria,Denmark,833,migration
Nigeria,Egypt Arab Rep,988,migration
Nigeria,Equatorial Guinea,1323,migration
Nigeria,Finland,500,migration
Nigeria,France,2920,migration
Nigeria,Gabon,15351,migration
Nigeria,Germany,22987,migration
Nigeria,Greece,2870,migration
Nigeria,Guinea,894,migration
Nigeria,Hungary,295,migration
Nigeria,India,673,migration
Nigeria,Ireland,24383,migration
Nigeria,Italy,52845,migration
Nigeria,Japan,2552,migration
Nigeria,Liberia,2003,migration
Nigeria,Mali,1691,migration
Nigeria,Netherlands,5490,migration
Nigeria,New Zealand,571,migration
Nigeria,Niger,30056,migration
Nigeria,Norway,745,migration
Nigeria,Philippines,400,migration
Nigeria,Poland,271,migration
Nigeria,Portugal,206,migration
Nigeria,Saudi Arabia,14976,migration
Nigeria,Sierra Leone,2350,migration
Nigeria,Spain,38775,migration
Nigeria,Sudan,34273,migration
Nigeria,Sweden,1130,migration
Nigeria,Switzerland,1664,migration
Nigeria,Togo,19361,migration
Nigeria,Turkey,328,migration
Nigeria,United Kingdom,150918,migration
Nigeria,United States,210647,migration
Nigeria,Zambia,348,migration
Northern Mariana Islands,Fiji,112,migration
Northern Mariana Islands,Guam,2325,migration
Northern Mariana Islands,Palau,196,migration
Northern Mariana Islands,Philippines,742,migration
Northern Mariana Islands,United States,5247,migration
Norway,Australia,4835,migration
Norway,Austria,970,migration
Norway,Belgium,1727,migration
Norway,Bolivia,116,migration
Norway,Brazil,144,migration
Norway,Canada,6106,migration
Norway,Chile,555,migration
Norway,Cyprus,179,migration
Norway,Czech Republic,108,migration
Norway,Denmark,18257,migration
Norway,Ecuador,324,migration
Norway,Finland,1545,migration
Norway,France,3233,migration
Norway,Germany,10139,migration
Norway,Greece,760,migration
Norway,Hungary,703,migration
Norway,Iceland,1843,migration
Norway,Ireland,991,migration
Norway,Italy,1196,migration
Norway,Japan,428,migration
Norway,Luxembourg,182,migration
Norway,Mexico,196,migration
Norway,Netherlands,2395,migration
Norway,New Zealand,515,migration
Norway,Philippines,1464,migration
Norway,Poland,357,migration
Norway,Portugal,399,migration
Norway,Slovak Republic,121,migration
Norway,Spain,19198,migration
Norway,Sweden,47432,migration
Norway,Switzerland,2040,migration
Norway,Thailand,2140,migration
Norway,Turkey,3982,migration
Norway,United Kingdom,17694,migration
Norway,United States,26907,migration
Oman,Australia,1261,migration
Oman,Bahrain,710,migration
Oman,Canada,966,migration
Oman,Egypt Arab Rep,587,migration
Oman,Jordan,5237,migration
Oman,Netherlands,451,migration
Oman,New Zealand,312,migration
Oman,United Kingdom,2681,migration
Oman,United States,1644,migration
Pakistan,Australia,22179,migration
Pakistan,Austria,2871,migration
Pakistan,Bahrain,57251,migration
Pakistan,Bangladesh,22308,migration
Pakistan,Belgium,8236,migration
Pakistan,Brazil,173,migration
Pakistan,Brunei Darussalam,765,migration
Pakistan,Cambodia,198,migration
Pakistan,Canada,155159,migration
Pakistan,Cayman Islands,135,migration
Pakistan,Chile,286,migration
Pakistan,Cyprus,458,migration
Pakistan,Denmark,13562,migration
Pakistan,Dominican Republic,248,migration
Pakistan,Egypt Arab Rep,853,migration
Pakistan,Fiji,579,migration
Pakistan,Finland,681,migration
Pakistan,France,21051,migration
Pakistan,Georgia,1655,migration
Pakistan,Germany,46253,migration
Pakistan,Greece,24537,migration
Pakistan,India,1150952,migration
Pakistan,Iran Islamic Rep ,18720,migration
Pakistan,Iraq,588,migration
Pakistan,Ireland,8598,migration
Pakistan,Israel,3461,migration
Pakistan,Italy,64161,migration
Pakistan,Japan,9440,migration
Pakistan,Jordan,26776,migration
Pakistan,Korea Rep,5378,migration
Pakistan,Kuwait,122878,migration
Pakistan,Latvia,387,migration
Pakistan,Madagascar,2728,migration
Pakistan,Malaysia,16477,migration
Pakistan,Mozambique,9227,migration
Pakistan,Myanmar,3602,migration
Pakistan,Nepal,21324,migration
Pakistan,Netherlands,11113,migration
Pakistan,New Zealand,2418,migration
Pakistan,Norway,21284,migration
Pakistan,Oman,94993,migration
Pakistan,Philippines,1534,migration
Pakistan,Portugal,1210,migration
Pakistan,Qatar,250649,migration
Pakistan,Saudi Arabia,1005873,migration
Pakistan,Sierra Leone,150,migration
Pakistan,Singapore,22932,migration
Pakistan,Spain,54576,migration
Pakistan,Sri Lanka,133,migration
Pakistan,Sudan,350,migration
Pakistan,Sweden,4493,migration
Pakistan,Switzerland,2427,migration
Pakistan,Tanzania,1711,migration
Pakistan,Thailand,7764,migration
Pakistan,Turkey,1275,migration
Pakistan,United Arab Emirates,453005,migration
Pakistan,United Kingdom,451712,migration
Pakistan,United States,288011,migration
Palau,Guam,1421,migration
Palau,Mexico,101,migration
Palau,Northern Mariana Islands,1614,migration
Palau,Philippines,1677,migration
Palau,United States,2781,migration
Panama,Australia,210,migration
Panama,Belgium,145,migration
Panama,Bolivia,148,migration
Panama,Brazil,561,migration
Panama,Canada,3213,migration
Panama,Cayman Islands,164,migration
Panama,Chile,905,migration
Panama,Colombia,1661,migration
Panama,Costa Rica,16947,migration
Panama,Dominican Republic,1043,migration
Panama,Ecuador,1321,migration
Panama,El Salvador,434,migration
Panama,France,414,migration
Panama,Germany,420,migration
Panama,Guatemala,234,migration
Panama,Honduras,246,migration
Panama,Italy,499,migration
Panama,Mexico,2389,migration
Panama,Netherlands,267,migration
Panama,Nicaragua,541,migration
Panama,Peru,201,migration
Panama,Portugal,169,migration
Panama,Spain,4850,migration
Panama,Sweden,256,migration
Panama,Switzerland,328,migration
Panama,United Kingdom,652,migration
Panama,United States,98009,migration
Panama,Venezuela RB,936,migration
Papua New Guinea,Australia,29957,migration
Papua New Guinea,Canada,510,migration
Papua New Guinea,Fiji,1016,migration
Papua New Guinea,France,138,migration
Papua New Guinea,Netherlands,129,migration
Papua New Guinea,New Caledonia,21008,migration
Papua New Guinea,New Zealand,1368,migration
Papua New Guinea,Philippines,465,migration
Papua New Guinea,Solomon Islands,1811,migration
Papua New Guinea,Switzerland,201,migration
Papua New Guinea,United Kingdom,1400,migration
Papua New Guinea,United States,2268,migration
Paraguay,Argentina,307510,migration
Paraguay,Australia,420,migration
Paraguay,Belgium,263,migration
Paraguay,Bolivia,5367,migration
Paraguay,Brazil,28999,migration
Paraguay,Canada,8766,migration
Paraguay,Chile,2094,migration
Paraguay,Colombia,173,migration
Paraguay,Ecuador,334,migration
Paraguay,France,865,migration
Paraguay,Germany,1286,migration
Paraguay,Italy,1192,migration
Paraguay,Japan,2585,migration
Paraguay,Mexico,327,migration
Paraguay,Netherlands,170,migration
Paraguay,Norway,118,migration
Paraguay,Peru,140,migration
Paraguay,Spain,78528,migration
Paraguay,Sweden,165,migration
Paraguay,Switzerland,451,migration
Paraguay,United Kingdom,653,migration
Paraguay,United States,26121,migration
Paraguay,Uruguay,1310,migration
Paraguay,Venezuela RB,218,migration
Peru,Argentina,83498,migration
Peru,Australia,8199,migration
Peru,Austria,1147,migration
Peru,Belgium,2441,migration
Peru,Bolivia,14794,migration
Peru,Brazil,10880,migration
Peru,Canada,25710,migration
Peru,Chile,64870,migration
Peru,Colombia,4054,migration
Peru,Denmark,817,migration
Peru,Dominican Republic,2970,migration
Peru,Ecuador,18764,migration
Peru,El Salvador,224,migration
Peru,Finland,328,migration
Peru,France,7514,migration
Peru,Germany,12620,migration
Peru,Greece,190,migration
Peru,Guatemala,356,migration
Peru,Honduras,238,migration
Peru,Hungary,127,migration
Peru,Ireland,317,migration
Peru,Italy,92001,migration
Peru,Japan,60385,migration
Peru,Luxembourg,317,migration
Peru,Mexico,5461,migration
Peru,Netherlands,3140,migration
Peru,New Zealand,545,migration
Peru,Nicaragua,271,migration
Peru,Norway,985,migration
Peru,Panama,3904,migration
Peru,Paraguay,1521,migration
Peru,Philippines,638,migration
Peru,Poland,125,migration
Peru,Portugal,288,migration
Peru,Spain,184832,migration
Peru,Sweden,6190,migration
Peru,Switzerland,6110,migration
Peru,United Kingdom,5386,migration
Peru,United States,392455,migration
Peru,Uruguay,457,migration
Peru,Venezuela RB,35577,migration
Philippines,American Samoa,759,migration
Philippines,Andorra,414,migration
Philippines,Australia,151676,migration
Philippines,Austria,11607,migration
Philippines,Bahamas,132,migration
Philippines,Bahrain,28625,migration
Philippines,Belgium,8195,migration
Philippines,Brunei Darussalam,15861,migration
Philippines,Cambodia,728,migration
Philippines,Canada,352955,migration
Philippines,Cayman Islands,132,migration
Philippines,Chile,140,migration
Philippines,Cyprus,6364,migration
Philippines,Denmark,7992,migration
Philippines,Dominican Republic,172,migration
Philippines,Ecuador,172,migration
Philippines,Egypt Arab Rep,1531,migration
Philippines,Finland,1438,migration
Philippines,France,7599,migration
Philippines,Germany,35298,migration
Philippines,Greece,5992,migration
Philippines,Guam,34748,migration
Philippines,Iceland,1701,migration
Philippines,Ireland,14078,migration
Philippines,Italy,137407,migration
Philippines,Japan,204929,migration
Philippines,Jordan,31627,migration
Philippines,Korea Rep,28700,migration
Philippines,Kuwait,86015,migration
Philippines,Luxembourg,396,migration
Philippines,Macao China,10343,migration
Philippines,Malaysia,277444,migration
Philippines,Mexico,457,migration
Philippines,Netherlands,9524,migration
Philippines,New Zealand,16719,migration
Philippines,Northern Mariana Islands,19527,migration
Philippines,Norway,10148,migration
Philippines,Oman,15250,migration
Philippines,Palau,2647,migration
Philippines,Panama,644,migration
Philippines,Peru,204,migration
Philippines,Portugal,360,migration
Philippines,Qatar,125324,migration
Philippines,Saudi Arabia,558818,migration
Philippines,Solomon Islands,242,migration
Philippines,Spain,37013,migration
Philippines,Sweden,7858,migration
Philippines,Switzerland,9060,migration
Philippines,Thailand,3360,migration
Philippines,Timor-Leste,251,migration
Philippines,Turkey,654,migration
Philippines,United Arab Emirates,120801,migration
Philippines,United Kingdom,114489,migration
Philippines,United States,1717771,migration
Poland,Argentina,12964,migration
Poland,Australia,64118,migration
Poland,Austria,76465,migration
Poland,Belarus,235853,migration
Poland,Belgium,42984,migration
Poland,Bolivia,277,migration
Poland,Brazil,7505,migration
Poland,Canada,198476,migration
Poland,Chile,740,migration
Poland,Colombia,205,migration
Poland,Cyprus,623,migration
Poland,Czech Republic,24958,migration
Poland,Denmark,23640,migration
Poland,Dominican Republic,709,migration
Poland,Ecuador,429,migration
Poland,Egypt Arab Rep,237,migration
Poland,Finland,2234,migration
Poland,France,122152,migration
Poland,Germany,613768,migration
Poland,Greece,37695,migration
Poland,Hungary,3527,migration
Poland,Iceland,3621,migration
Poland,Ireland,93330,migration
Poland,Israel,117287,migration
Poland,Italy,117309,migration
Poland,Japan,945,migration
Poland,Kazakhstan,23512,migration
Poland,Latvia,779,migration
Poland,Lithuania,2424,migration
Poland,Luxembourg,1203,migration
Poland,Mexico,1396,migration
Poland,Netherlands,42099,migration
Poland,New Zealand,2192,migration
Poland,Norway,9748,migration
Poland,Panama,118,migration
Poland,Paraguay,329,migration
Poland,Peru,165,migration
Poland,Portugal,505,migration
Poland,Slovak Republic,4555,migration
Poland,Slovenia,192,migration
Poland,Spain,86971,migration
Poland,Sweden,61888,migration
Poland,Switzerland,11985,migration
Poland,Turkey,3826,migration
Poland,United Kingdom,521446,migration
Poland,United States,487934,migration
Poland,Uruguay,1276,migration
Poland,Venezuela RB,714,migration
Portugal,Andorra,9014,migration
Portugal,Angola,19629,migration
Portugal,Aruba,181,migration
Portugal,Australia,19130,migration
Portugal,Austria,1242,migration
Portugal,Belgium,26493,migration
Portugal,Bermuda,1974,migration
Portugal,Brazil,214511,migration
Portugal,Canada,175072,migration
Portugal,Cape Verde,1007,migration
Portugal,Chile,435,migration
Portugal,Congo Rep,565,migration
Portugal,Denmark,1104,migration
Portugal,Dominican Republic,239,migration
Portugal,Ecuador,502,migration
Portugal,Finland,242,migration
Portugal,France,762411,migration
Portugal,Germany,182710,migration
Portugal,Greece,199,migration
Portugal,Guinea,234,migration
Portugal,Guinea Bissau,764,migration
Portugal,Hungary,184,migration
Portugal,Iceland,231,migration
Portugal,India,162,migration
Portugal,Ireland,2234,migration
Portugal,Italy,6296,migration
Portugal,Japan,446,migration
Portugal,Liechtenstein,494,migration
Portugal,Luxembourg,49861,migration
Portugal,Macao China,1365,migration
Portugal,Mexico,402,migration
Portugal,Mozambique,68176,migration
Portugal,Netherlands,12846,migration
Portugal,Netherlands Antilles,1177,migration
Portugal,New Zealand,213,migration
Portugal,Norway,1105,migration
Portugal,Panama,200,migration
Portugal,Philippines,102,migration
Portugal,Spain,156062,migration
Portugal,Suo Tom and Principe,585,migration
Portugal,Sweden,3070,migration
Portugal,Switzerland,113320,migration
Portugal,Thailand,380,migration
Portugal,Turkey,252,migration
Portugal,United Kingdom,84306,migration
Portugal,United States,176694,migration
Portugal,Uruguay,613,migration
Portugal,Venezuela RB,53035,migration
Puerto Rico,Australia,105,migration
Puerto Rico,Canada,365,migration
Puerto Rico,Chile,300,migration
Puerto Rico,Colombia,444,migration
Puerto Rico,Cuba,120,migration
Puerto Rico,Dominican Republic,13075,migration
Puerto Rico,Ecuador,687,migration
Puerto Rico,France,288,migration
Puerto Rico,Guam,198,migration
Puerto Rico,Mexico,2563,migration
Puerto Rico,Netherlands,105,migration
Puerto Rico,Panama,489,migration
Puerto Rico,United Kingdom,405,migration
Puerto Rico,United States,1651031,migration
Puerto Rico,Venezuela RB,519,migration
Qatar,Australia,631,migration
Qatar,Bahrain,209,migration
Qatar,Canada,1560,migration
Qatar,Egypt Arab Rep,490,migration
Qatar,France,224,migration
Qatar,Germany,119,migration
Qatar,Ireland,130,migration
Qatar,Jordan,1842,migration
Qatar,United Kingdom,1407,migration
Qatar,United States,2237,migration
Romania,Australia,17449,migration
Romania,Austria,56932,migration
Romania,Belgium,21634,migration
Romania,Brazil,3548,migration
Romania,Canada,96209,migration
Romania,Chile,630,migration
Romania,Colombia,179,migration
Romania,Cyprus,4774,migration
Romania,Czech Republic,12083,migration
Romania,Denmark,4186,migration
Romania,Ecuador,416,migration
Romania,Finland,1210,migration
